clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_14_48_signer_TIME_1,YES GREAT PT_DEM3 GOOD LOOK READY GO WHAT RIGHT,YES(0.70) GREAT(0.69) PT_DEM3(0.56) GOOD(0.54) LOOK(0.51) READY(0.50) GO(0.49) WHAT(0.47) RIGHT(0.46),TIME,False
video_14_131_signer_TIME_1,LOOK WATCH KNOW YES,LOOK(0.84) WATCH(0.53) KNOW(0.49) YES(0.48),TIME,False
video_15_144_signer_TIME_1,BYE LOOK NS_SALLY GO PT_PRO1PL,BYE(0.79) LOOK(0.61) NS_SALLY(0.60) GO(0.50) PT_PRO1PL(0.47),TIME,False
video_16_189_signer_TIME_1,BYE GO EVERYONE PT_PRO1PL READY,BYE(0.91) GO(0.54) EVERYONE(0.50) PT_PRO1PL(0.49) READY(0.47),TIME,False
video_17_56_signer_TIME_1,BYE PT_PRO1PL READY YES GO WATCH EVERYONE,BYE(0.95) PT_PRO1PL(0.65) READY(0.60) YES(0.57) GO(0.57) WATCH(0.54) EVERYONE(0.53),TIME,False
video_17_136_signer_TIME_1,BYE EVERYONE HELLO,BYE(0.92) EVERYONE(0.68) HELLO(0.57),TIME,False
video_18_167_signer_TIME_1,BYE READY TIME FINISH GO PT_PRO1PL WATCH YES GOOD NOW PT_PRO2,BYE(0.77) READY(0.76) TIME(0.69) FINISH(0.67) GO(0.64) PT_PRO1PL(0.62) WATCH(0.60) YES(0.59) GOOD(0.49) NOW(0.48) PT_PRO2(0.46),TIME,False
video_19_180_signer_TIME_1,BYE GO PT_PRO1 PT_PRO1PL FINISH NS_AMANDA READY KNOW MAKE YES GOOD CAN NOW,BYE(0.63) GO(0.61) PT_PRO1(0.59) PT_PRO1PL(0.58) FINISH(0.56) NS_AMANDA(0.52) READY(0.52) KNOW(0.52) MAKE(0.51) YES(0.50) GOOD(0.49) CAN(0.46) NOW(0.45),TIME,False
video_20_140_signer_TIME_1,BYE GO YES FINISH LOOK PT_PRO1PL KNOW READY PT_PRO2,BYE(0.72) GO(0.67) YES(0.59) FINISH(0.57) LOOK(0.56) PT_PRO1PL(0.56) KNOW(0.53) READY(0.49) PT_PRO2(0.46),TIME,False
video_21_185_signer_TIME_1,LOOK,LOOK(0.90),TIME,False
video_22_33_signer_TIME_1,BYE WATCH PT_PRO1PL GO YES READY FINISH LOOK TIME,BYE(0.70) WATCH(0.65) PT_PRO1PL(0.62) GO(0.60) YES(0.59) READY(0.59) FINISH(0.54) LOOK(0.53) TIME(0.52),TIME,False
video_22_218_signer_TIME_1,LOOK,LOOK(0.97),TIME,False
video_23_153_signer_TIME_1,READY BYE GO FINISH PT_PRO1PL PT_PRO2,READY(0.76) BYE(0.75) GO(0.67) FINISH(0.66) PT_PRO1PL(0.64) PT_PRO2(0.51),TIME,False
video_24_10_signer_TIME_1,FINISH NOW READY GO TIME PT_PRO1PL GOOD MAKE YES PT_PRO1 KNOW PT_PRO2,FINISH(0.76) NOW(0.74) READY(0.72) GO(0.67) TIME(0.66) PT_PRO1PL(0.66) GOOD(0.63) MAKE(0.60) YES(0.55) PT_PRO1(0.54) KNOW(0.53) PT_PRO2(0.53),TIME,False
video_24_161_signer_TIME_1,BYE WATCH YES PT_PRO1PL GO READY FINISH,BYE(0.82) WATCH(0.77) YES(0.67) PT_PRO1PL(0.62) GO(0.62) READY(0.60) FINISH(0.57),TIME,False
video_25_128_signer_TIME_1,TIME FINISH BYE GO PT_PRO1PL READY KNOW WATCH YES LOOK PT_PRO2 NOW SEE,TIME(0.75) FINISH(0.66) BYE(0.66) GO(0.63) PT_PRO1PL(0.57) READY(0.55) KNOW(0.55) WATCH(0.54) YES(0.54) LOOK(0.53) PT_PRO2(0.51) NOW(0.46) SEE(0.46),TIME,False
video_26_35_signer_TIME_1,LOOK,LOOK(0.99),TIME,False
video_26_37_signer_TIME_1,MAKE GOOD TIME YES PT_PRO1 FINISH KNOW WHAT CAN READY,MAKE(0.64) GOOD(0.62) TIME(0.60) YES(0.59) PT_PRO1(0.59) FINISH(0.58) KNOW(0.54) WHAT(0.48) CAN(0.47) READY(0.46),TIME,False
video_26_73_signer_TIME_1,GOOD FINISH READY NOW YES PT_DEM3 WHAT PT_PRO1PL GO NEXT GREAT,GOOD(0.75) FINISH(0.70) READY(0.67) NOW(0.62) YES(0.59) PT_DEM3(0.54) WHAT(0.54) PT_PRO1PL(0.50) GO(0.49) NEXT(0.46) GREAT(0.46),TIME,False
video_26_144_signer_TIME_1,BYE READY PT_PRO1PL GO FINISH EVERYONE,BYE(0.80) READY(0.63) PT_PRO1PL(0.54) GO(0.50) FINISH(0.50) EVERYONE(0.47),TIME,False
video_27_157_signer_TIME_1,BYE PT_PRO1PL GO READY YES WATCH,BYE(0.85) PT_PRO1PL(0.58) GO(0.57) READY(0.52) YES(0.48) WATCH(0.47),TIME,False
video_28_108_signer_TIME_1,YES WATCH READY FINISH GOOD PT_PRO1PL WHAT GO,YES(0.73) WATCH(0.72) READY(0.72) FINISH(0.59) GOOD(0.58) PT_PRO1PL(0.56) WHAT(0.54) GO(0.49),TIME,False
video_28_171_signer_TIME_1,BYE READY PT_PRO1PL GO,BYE(0.85) READY(0.55) PT_PRO1PL(0.51) GO(0.47),TIME,False
video_29_207_signer_TIME_1,BYE TIME READY FINISH GO PT_PRO1PL EVERYONE,BYE(0.81) TIME(0.71) READY(0.65) FINISH(0.62) GO(0.57) PT_PRO1PL(0.55) EVERYONE(0.46),TIME,False
video_30_204_signer_TIME_1,YES KNOW GOOD PT_PRO1 WATCH GO PT_DEM3 GREAT PT_PRO1PL FINISH NS_SALLY,YES(0.64) KNOW(0.60) GOOD(0.59) PT_PRO1(0.57) WATCH(0.55) GO(0.54) PT_DEM3(0.52) GREAT(0.50) PT_PRO1PL(0.49) FINISH(0.47) NS_SALLY(0.47),TIME,False
video_31_127_signer_TIME_1,YES WATCH READY WHAT FINISH GOOD NS_SALLY PT_PRO1PL PT_DEM3,YES(0.70) WATCH(0.65) READY(0.59) WHAT(0.58) FINISH(0.58) GOOD(0.56) NS_SALLY(0.52) PT_PRO1PL(0.52) PT_DEM3(0.48),TIME,False
video_31_140_signer_TIME_1,BYE GO KNOW YES WATCH PT_PRO1PL LOOK FINISH,BYE(0.76) GO(0.67) KNOW(0.61) YES(0.61) WATCH(0.58) PT_PRO1PL(0.57) LOOK(0.57) FINISH(0.48),TIME,False
video_32_162_signer_TIME_1,TIME READY FINISH GO NOW WATCH PT_PRO2 PT_PRO1PL MAKE YES KNOW GOOD BYE,TIME(0.86) READY(0.69) FINISH(0.68) GO(0.64) NOW(0.63) WATCH(0.62) PT_PRO2(0.61) PT_PRO1PL(0.60) MAKE(0.60) YES(0.55) KNOW(0.53) GOOD(0.52) BYE(0.49),TIME,False
video_33_162_signer_TIME_1,BYE WATCH YES GO READY FINISH PT_PRO1PL KNOW,BYE(0.82) WATCH(0.71) YES(0.65) GO(0.65) READY(0.62) FINISH(0.61) PT_PRO1PL(0.61) KNOW(0.47),TIME,False
video_34_160_signer_TIME_1,LOOK,LOOK(0.99),TIME,False
video_35_160_signer_TIME_1,BYE READY PT_PRO1PL GO FINISH,BYE(0.82) READY(0.66) PT_PRO1PL(0.57) GO(0.55) FINISH(0.50),TIME,False
video_36_223_signer_TIME_1,LOOK KNOW GO YES PT_PRO1PL TIME PT_PRO2 SEE FINISH RIGHT GOOD,LOOK(0.69) KNOW(0.66) GO(0.60) YES(0.57) PT_PRO1PL(0.56) TIME(0.50) PT_PRO2(0.49) SEE(0.48) FINISH(0.48) RIGHT(0.46) GOOD(0.45),TIME,False
video_38_138_signer_TIME_1,BYE READY FINISH PT_PRO1PL GO EVERYONE TIME,BYE(0.78) READY(0.63) FINISH(0.57) PT_PRO1PL(0.52) GO(0.50) EVERYONE(0.49) TIME(0.48),TIME,False
video_1_91_signer_KNOW_1,BYE EVERYONE NS_POSSUM YES GO PT_PRO1PL HELLO,BYE(0.92) EVERYONE(0.74) NS_POSSUM(0.67) YES(0.58) GO(0.53) PT_PRO1PL(0.48) HELLO(0.45),KNOW,False
video_2_69_signer_KNOW_1,GO PT_PRO1PL NS_POSSUM YES KNOW BYE,GO(0.53) PT_PRO1PL(0.50) NS_POSSUM(0.50) YES(0.50) KNOW(0.48) BYE(0.45),KNOW,False
video_3_118_signer_KNOW_1,BYE EVERYONE PT_PRO1PL HELLO NS_POSSUM,BYE(0.97) EVERYONE(0.71) PT_PRO1PL(0.52) HELLO(0.50) NS_POSSUM(0.47),KNOW,False
video_7_28_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO PT_PRO1PL,BYE(0.96) EVERYONE(0.79) NS_POSSUM(0.55) HELLO(0.52) PT_PRO1PL(0.51),KNOW,False
video_7_84_signer_KNOW_1,YES GREAT KNOW NS_POSSUM LOOK PT_DEM3 RIGHT GO,YES(0.87) GREAT(0.68) KNOW(0.66) NS_POSSUM(0.63) LOOK(0.61) PT_DEM3(0.53) RIGHT(0.46) GO(0.45),KNOW,False
video_8_30_signer_KNOW_1,BYE HELLO EVERYONE,BYE(0.99) HELLO(0.72) EVERYONE(0.66),KNOW,False
video_10_51_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.99) EVERYONE(0.96) HELLO(0.91),KNOW,False
video_10_119_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO PT_PRO1PL,BYE(0.99) EVERYONE(0.75) NS_POSSUM(0.71) HELLO(0.60) PT_PRO1PL(0.51),KNOW,False
video_11_77_signer_KNOW_1,BYE YES OKAY GO PT_PRO1PL NS_POSSUM HELLO LOOK GREAT KNOW,BYE(0.84) YES(0.72) OKAY(0.71) GO(0.63) PT_PRO1PL(0.58) NS_POSSUM(0.57) HELLO(0.57) LOOK(0.54) GREAT(0.53) KNOW(0.46),KNOW,False
video_12_20_signer_KNOW_1,YES KNOW NS_POSSUM GO LOOK GREAT PT_PRO1PL,YES(0.78) KNOW(0.67) NS_POSSUM(0.66) GO(0.64) LOOK(0.63) GREAT(0.60) PT_PRO1PL(0.48),KNOW,False
video_12_53_signer_KNOW_1,BYE YES GO LOOK EVERYONE,BYE(0.78) YES(0.58) GO(0.53) LOOK(0.52) EVERYONE(0.51),KNOW,False
video_12_91_signer_KNOW_1,YES KNOW LOOK GREAT GO NS_POSSUM PT_DEM3 RIGHT PT_PRO1PL,YES(0.85) KNOW(0.73) LOOK(0.71) GREAT(0.69) GO(0.60) NS_POSSUM(0.59) PT_DEM3(0.48) RIGHT(0.47) PT_PRO1PL(0.45),KNOW,False
video_13_23_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO,BYE(0.96) EVERYONE(0.91) NS_POSSUM(0.69) HELLO(0.61),KNOW,False
video_14_80_signer_KNOW_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.98) EVERYONE(0.97) HELLO(0.82) NS_POSSUM(0.77),KNOW,False
video_15_74_signer_KNOW_1,HELLO BYE NS_POSSUM,HELLO(0.99) BYE(0.96) NS_POSSUM(0.70),KNOW,False
video_15_84_signer_KNOW_1,BYE HELLO EVERYONE NS_POSSUM,BYE(0.99) HELLO(0.99) EVERYONE(0.89) NS_POSSUM(0.83),KNOW,False
video_16_15_signer_KNOW_1,NS_POSSUM KNOW PT_PRO1PL GO YES,NS_POSSUM(0.69) KNOW(0.50) PT_PRO1PL(0.48) GO(0.47) YES(0.46),KNOW,False
video_16_37_signer_KNOW_1,BYE EVERYONE NS_POSSUM PT_PRO1PL GO HELLO,BYE(0.92) EVERYONE(0.69) NS_POSSUM(0.52) PT_PRO1PL(0.48) GO(0.47) HELLO(0.46),KNOW,False
video_17_33_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO YES,BYE(0.94) EVERYONE(0.91) NS_POSSUM(0.87) HELLO(0.62) YES(0.45),KNOW,False
video_19_24_signer_KNOW_1,GO PT_PRO1PL NS_POSSUM OKAY YES KNOW,GO(0.66) PT_PRO1PL(0.62) NS_POSSUM(0.58) OKAY(0.52) YES(0.51) KNOW(0.50),KNOW,False
video_19_65_signer_KNOW_1,LOOK,LOOK(0.99),KNOW,False
video_19_82_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.98) EVERYONE(0.77) HELLO(0.56),KNOW,False
video_20_45_signer_KNOW_1,HELLO BYE EVERYONE YES WATCH NS_SALLY GREAT,HELLO(0.79) BYE(0.74) EVERYONE(0.68) YES(0.66) WATCH(0.62) NS_SALLY(0.62) GREAT(0.56),KNOW,False
video_20_77_signer_KNOW_1,YES LOOK KNOW BYE GO,YES(0.80) LOOK(0.61) KNOW(0.57) BYE(0.57) GO(0.50),KNOW,False
video_20_121_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO,BYE(0.99) EVERYONE(0.88) NS_POSSUM(0.63) HELLO(0.61),KNOW,False
video_21_117_signer_KNOW_1,YES NS_POSSUM GREAT KNOW GO LOOK PT_PRO1PL,YES(0.82) NS_POSSUM(0.61) GREAT(0.56) KNOW(0.53) GO(0.53) LOOK(0.52) PT_PRO1PL(0.50),KNOW,False
video_21_151_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.99) EVERYONE(0.95) HELLO(0.92),KNOW,False
video_22_15_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO,BYE(0.98) EVERYONE(0.92) NS_POSSUM(0.75) HELLO(0.73),KNOW,False
video_22_47_signer_KNOW_1,BYE LOOK,BYE(0.93) LOOK(0.72),KNOW,False
video_22_75_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO,BYE(0.98) EVERYONE(0.85) NS_POSSUM(0.65) HELLO(0.64),KNOW,False
video_22_88_signer_KNOW_1,BYE WATCH YES GO PT_PRO1PL OKAY LOOK,BYE(0.95) WATCH(0.63) YES(0.60) GO(0.59) PT_PRO1PL(0.55) OKAY(0.54) LOOK(0.51),KNOW,False
video_22_89_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO PT_PRO1PL,BYE(0.97) EVERYONE(0.91) NS_POSSUM(0.70) HELLO(0.60) PT_PRO1PL(0.45),KNOW,False
video_22_96_signer_KNOW_1,BYE NS_POSSUM EVERYONE PT_PRO1PL HELLO YES,BYE(0.98) NS_POSSUM(0.73) EVERYONE(0.69) PT_PRO1PL(0.55) HELLO(0.49) YES(0.47),KNOW,False
video_22_111_signer_KNOW_1,YES KNOW GOOD WATCH GO PT_PRO1 PT_PRO1PL,YES(0.73) KNOW(0.64) GOOD(0.61) WATCH(0.59) GO(0.56) PT_PRO1(0.54) PT_PRO1PL(0.48),KNOW,False
video_22_113_signer_KNOW_1,BYE EVERYONE HELLO,BYE(1.00) EVERYONE(0.89) HELLO(0.67),KNOW,False
video_22_126_signer_KNOW_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.88) HELLO(0.82) NS_POSSUM(0.51),KNOW,False
video_22_152_signer_KNOW_1,BYE HELLO EVERYONE,BYE(0.99) HELLO(0.68) EVERYONE(0.58),KNOW,False
video_22_159_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.99) EVERYONE(0.85) HELLO(0.57),KNOW,False
video_23_30_signer_KNOW_1,GO PT_PRO1PL BYE READY,GO(0.60) PT_PRO1PL(0.60) BYE(0.50) READY(0.45),KNOW,False
video_23_34_signer_KNOW_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.99) EVERYONE(0.96) HELLO(0.81) NS_POSSUM(0.62),KNOW,False
video_23_91_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO,BYE(0.92) EVERYONE(0.84) NS_POSSUM(0.75) HELLO(0.61),KNOW,False
video_23_144_signer_KNOW_1,YES KNOW GOOD GREAT PT_DEM3 NS_POSSUM LOOK,YES(0.85) KNOW(0.58) GOOD(0.55) GREAT(0.51) PT_DEM3(0.48) NS_POSSUM(0.45) LOOK(0.45),KNOW,False
video_24_73_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.99) EVERYONE(0.86) HELLO(0.81),KNOW,False
video_24_82_signer_KNOW_1,BYE EVERYONE NS_POSSUM HELLO,BYE(0.95) EVERYONE(0.93) NS_POSSUM(0.83) HELLO(0.74),KNOW,False
video_24_150_signer_KNOW_1,BYE,BYE(0.97),KNOW,False
video_25_111_signer_KNOW_1,NS_POSSUM GO PT_PRO1PL KNOW EVERYONE READY,NS_POSSUM(0.59) GO(0.55) PT_PRO1PL(0.55) KNOW(0.48) EVERYONE(0.46) READY(0.45),KNOW,False
video_26_20_signer_KNOW_1,YES GOOD WATCH WHAT KNOW PT_PRO1 PT_PRO1PL,YES(0.72) GOOD(0.61) WATCH(0.60) WHAT(0.51) KNOW(0.51) PT_PRO1(0.50) PT_PRO1PL(0.49),KNOW,False
video_26_25_signer_KNOW_1,LOOK,LOOK(0.93),KNOW,False
video_26_36_signer_KNOW_1,BYE LOOK,BYE(0.91) LOOK(0.46),KNOW,False
video_27_21_signer_KNOW_1,YES KNOW GO NS_POSSUM RIGHT PT_PRO1PL,YES(0.76) KNOW(0.57) GO(0.56) NS_POSSUM(0.54) RIGHT(0.51) PT_PRO1PL(0.49),KNOW,False
video_28_76_signer_KNOW_1,YES NS_POSSUM KNOW GO,YES(0.70) NS_POSSUM(0.58) KNOW(0.52) GO(0.45),KNOW,False
video_28_115_signer_KNOW_1,BYE LOOK,BYE(0.95) LOOK(0.52),KNOW,False
video_30_17_signer_KNOW_1,YES NS_POSSUM KNOW RIGHT GO,YES(0.87) NS_POSSUM(0.67) KNOW(0.66) RIGHT(0.46) GO(0.45),KNOW,False
