clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_5_0_signer_HELLO_1,HELLO BYE EVERYONE,HELLO(0.92) BYE(0.89) EVERYONE(0.84),HELLO,False
video_5_5_signer_HELLO_1,BYE HELLO EVERYONE,BYE(0.98) HELLO(0.96) EVERYONE(0.81),HELLO,False
video_5_6_signer_HELLO_1,HELLO EVERYONE BYE,HELLO(1.00) EVERYONE(0.94) BYE(0.77),HELLO,False
video_5_7_signer_HELLO_1,HELLO EVERYONE BYE,HELLO(1.00) EVERYONE(0.98) BYE(0.94),HELLO,False
video_5_17_signer_HELLO_1,BYE WATCH PT_PRO1PL NS_SALLY GO RIGHT,BYE(0.85) WATCH(0.77) PT_PRO1PL(0.68) NS_SALLY(0.46) GO(0.46) RIGHT(0.45),HELLO,False
video_6_0_signer_HELLO_1,BYE EVERYONE HELLO,BYE(0.95) EVERYONE(0.94) HELLO(0.93),HELLO,False
video_6_5_signer_HELLO_1,BYE HELLO EVERYONE,BYE(0.98) HELLO(0.96) EVERYONE(0.83),HELLO,False
video_6_6_signer_HELLO_1,BYE HELLO EVERYONE,BYE(0.97) HELLO(0.95) EVERYONE(0.95),HELLO,False
video_6_12_signer_HELLO_1,HELLO EVERYONE BYE NS_SALLY,HELLO(1.00) EVERYONE(0.90) BYE(0.86) NS_SALLY(0.63),HELLO,False
video_6_38_signer_HELLO_1,HELLO BYE EVERYONE,HELLO(1.00) BYE(0.95) EVERYONE(0.92),HELLO,False
video_7_0_signer_HELLO_1,BYE EVERYONE HELLO,BYE(0.95) EVERYONE(0.95) HELLO(0.95),HELLO,False
video_7_5_signer_HELLO_1,HELLO BYE,HELLO(1.00) BYE(0.84),HELLO,False
video_7_6_signer_HELLO_1,BYE HELLO EVERYONE,BYE(0.99) HELLO(0.99) EVERYONE(0.98),HELLO,False
video_7_18_signer_HELLO_1,BYE HELLO EVERYONE,BYE(0.98) HELLO(0.95) EVERYONE(0.93),HELLO,False
video_7_33_signer_HELLO_1,HELLO EVERYONE BYE,HELLO(0.92) EVERYONE(0.82) BYE(0.70),HELLO,False
video_7_34_signer_HELLO_1,BYE LOOK OKAY PT_PRO1PL NS_SKIP,BYE(0.80) LOOK(0.79) OKAY(0.59) PT_PRO1PL(0.56) NS_SKIP(0.46),HELLO,False
video_1_43_signer_READY_1,OKAY OK WATCH GREAT NS_SALLY YES PT_DEM3 LOOK WHAT,OKAY(0.73) OK(0.73) WATCH(0.67) GREAT(0.60) NS_SALLY(0.58) YES(0.57) PT_DEM3(0.48) LOOK(0.46) WHAT(0.45),READY,False
video_2_99_signer_READY_1,GREAT LOOK PT_DEM3 OKAY PT_LOC WHAT NS_SALLY GOOD,GREAT(0.83) LOOK(0.74) PT_DEM3(0.70) OKAY(0.68) PT_LOC(0.65) WHAT(0.60) NS_SALLY(0.53) GOOD(0.49),READY,False
video_3_101_signer_READY_1,OKAY WATCH OK YES LOOK GREAT RIGHT PT_DEM3 NS_SALLY,OKAY(0.83) WATCH(0.79) OK(0.76) YES(0.66) LOOK(0.57) GREAT(0.55) RIGHT(0.53) PT_DEM3(0.47) NS_SALLY(0.46),READY,False
video_7_60_signer_READY_1,GREAT WATCH YES OKAY RIGHT OK GOOD WHAT NO PT_DEM3,GREAT(0.76) WATCH(0.76) YES(0.72) OKAY(0.72) RIGHT(0.61) OK(0.60) GOOD(0.55) WHAT(0.55) NO(0.54) PT_DEM3(0.54),READY,False
video_7_104_signer_READY_1,WATCH OKAY OK GREAT RIGHT BYE THANK-YOU,WATCH(0.91) OKAY(0.84) OK(0.76) GREAT(0.66) RIGHT(0.54) BYE(0.50) THANK-YOU(0.50),READY,False
video_7_119_signer_READY_1,GREAT GOOD RIGHT PT_DEM3 OK YES OKAY LOOK WHAT,GREAT(0.92) GOOD(0.68) RIGHT(0.67) PT_DEM3(0.62) OK(0.62) YES(0.61) OKAY(0.60) LOOK(0.53) WHAT(0.47),READY,False
video_10_29_signer_READY_1,OK WATCH OKAY WHAT PT_DEM3 YES GREAT RIGHT,OK(0.65) WATCH(0.63) OKAY(0.63) WHAT(0.56) PT_DEM3(0.55) YES(0.52) GREAT(0.47) RIGHT(0.46),READY,False
video_10_95_signer_READY_1,YES GREAT NS_SALLY LOOK PT_DEM3 WHAT RIGHT THANK-YOU OK OKAY,YES(0.78) GREAT(0.71) NS_SALLY(0.67) LOOK(0.67) PT_DEM3(0.60) WHAT(0.58) RIGHT(0.54) THANK-YOU(0.52) OK(0.52) OKAY(0.48),READY,False
video_11_70_signer_READY_1,GREAT OK WATCH OKAY RIGHT GOOD PT_DEM3 YES,GREAT(0.80) OK(0.72) WATCH(0.66) OKAY(0.64) RIGHT(0.56) GOOD(0.52) PT_DEM3(0.51) YES(0.47),READY,False
video_1_88_signer_FINISH_1,GREAT LOOK GOOD PT_DEM3,GREAT(0.85) LOOK(0.53) GOOD(0.51) PT_DEM3(0.51),FINISH,False
video_1_91_signer_KNOW_1,LOOK YES PT_PRO2 RIGHT NS_POSSUM PT_PRO1PL,LOOK(0.62) YES(0.58) PT_PRO2(0.55) RIGHT(0.52) NS_POSSUM(0.52) PT_PRO1PL(0.45),KNOW,False
video_2_69_signer_KNOW_1,OKAY WATCH OK BYE PT_PRO1PL RIGHT LOOK GO,OKAY(0.79) WATCH(0.73) OK(0.60) BYE(0.57) PT_PRO1PL(0.54) RIGHT(0.52) LOOK(0.47) GO(0.46),KNOW,False
video_3_118_signer_KNOW_1,BYE LOOK OKAY PT_PRO1PL WATCH RIGHT OK,BYE(0.97) LOOK(0.78) OKAY(0.68) PT_PRO1PL(0.67) WATCH(0.58) RIGHT(0.51) OK(0.46),KNOW,False
video_7_28_signer_KNOW_1,RIGHT BYE WATCH YES OKAY KNOW LOOK,RIGHT(0.69) BYE(0.67) WATCH(0.66) YES(0.61) OKAY(0.58) KNOW(0.54) LOOK(0.54),KNOW,False
video_7_84_signer_KNOW_1,GREAT RIGHT YES PT_DEM3 GOOD LOOK,GREAT(0.78) RIGHT(0.65) YES(0.64) PT_DEM3(0.52) GOOD(0.49) LOOK(0.47),KNOW,False
video_8_30_signer_KNOW_1,BYE HELLO NS_SKIP EVERYONE LOOK RIGHT WATCH,BYE(0.96) HELLO(0.76) NS_SKIP(0.73) EVERYONE(0.69) LOOK(0.65) RIGHT(0.64) WATCH(0.63),KNOW,False
video_10_51_signer_KNOW_1,BYE HELLO EVERYONE NS_SKIP RIGHT LOOK,BYE(0.99) HELLO(0.81) EVERYONE(0.76) NS_SKIP(0.76) RIGHT(0.58) LOOK(0.55),KNOW,False
video_10_119_signer_KNOW_1,BYE OKAY LOOK WATCH RIGHT YES PT_PRO1PL NS_SKIP,BYE(0.88) OKAY(0.72) LOOK(0.67) WATCH(0.66) RIGHT(0.66) YES(0.54) PT_PRO1PL(0.52) NS_SKIP(0.49),KNOW,False
video_11_77_signer_KNOW_1,BYE LOOK NS_SKIP,BYE(0.98) LOOK(0.75) NS_SKIP(0.64),KNOW,False
video_12_20_signer_KNOW_1,NS_POSSUM RIGHT GREAT SEE PT_PRO2 YES,NS_POSSUM(0.52) RIGHT(0.51) GREAT(0.51) SEE(0.51) PT_PRO2(0.48) YES(0.47),KNOW,False
video_12_53_signer_KNOW_1,BYE LOOK YES RIGHT CAN,BYE(0.74) LOOK(0.63) YES(0.60) RIGHT(0.57) CAN(0.46),KNOW,False
video_12_91_signer_KNOW_1,YES NO GREAT NS_POSSUM RIGHT KNOW SEE PT_PRO2 LOOK PT_PRO3 PT_DEM3 WHAT PT_PRO1 HAVE GO VERY,YES(0.74) NO(0.74) GREAT(0.74) NS_POSSUM(0.69) RIGHT(0.65) KNOW(0.65) SEE(0.60) PT_PRO2(0.54) LOOK(0.51) PT_PRO3(0.51) PT_DEM3(0.49) WHAT(0.48) PT_PRO1(0.48) HAVE(0.48) GO(0.47) VERY(0.47),KNOW,False
video_13_23_signer_KNOW_1,BYE RIGHT LOOK YES WATCH NS_SKIP,BYE(0.75) RIGHT(0.68) LOOK(0.64) YES(0.64) WATCH(0.48) NS_SKIP(0.47),KNOW,False
video_14_80_signer_KNOW_1,BYE RIGHT YES LOOK HELLO NS_POSSUM EVERYONE WATCH,BYE(0.79) RIGHT(0.72) YES(0.70) LOOK(0.68) HELLO(0.51) NS_POSSUM(0.49) EVERYONE(0.48) WATCH(0.47),KNOW,False
video_15_74_signer_KNOW_1,BYE NS_SKIP WATCH PT_PRO1PL LOOK HELLO OKAY RIGHT,BYE(0.92) NS_SKIP(0.63) WATCH(0.61) PT_PRO1PL(0.60) LOOK(0.55) HELLO(0.49) OKAY(0.48) RIGHT(0.46),KNOW,False
video_15_84_signer_KNOW_1,BYE HELLO EVERYONE NS_SKIP OK RIGHT,BYE(0.98) HELLO(0.92) EVERYONE(0.75) NS_SKIP(0.69) OK(0.65) RIGHT(0.54),KNOW,False
video_16_15_signer_KNOW_1,OKAY CAN PT_PRO1PL RIGHT LOOK YES PT_PRO2 WATCH,OKAY(0.62) CAN(0.55) PT_PRO1PL(0.55) RIGHT(0.51) LOOK(0.50) YES(0.48) PT_PRO2(0.47) WATCH(0.46),KNOW,False
video_16_37_signer_KNOW_1,BYE LOOK OKAY RIGHT PT_PRO1PL YES,BYE(0.83) LOOK(0.80) OKAY(0.68) RIGHT(0.49) PT_PRO1PL(0.48) YES(0.48),KNOW,False
video_17_33_signer_KNOW_1,YES RIGHT LOOK NS_POSSUM PT_DEM3,YES(0.71) RIGHT(0.66) LOOK(0.62) NS_POSSUM(0.59) PT_DEM3(0.47),KNOW,False
video_19_24_signer_KNOW_1,OKAY WATCH PT_PRO1PL RIGHT OK,OKAY(0.58) WATCH(0.55) PT_PRO1PL(0.52) RIGHT(0.52) OK(0.48),KNOW,False
video_19_65_signer_KNOW_1,LOOK BYE HELLO,LOOK(0.97) BYE(0.96) HELLO(0.64),KNOW,False
video_19_82_signer_KNOW_1,BYE WATCH OKAY PT_PRO1PL LOOK RIGHT YES NS_SKIP,BYE(0.91) WATCH(0.91) OKAY(0.74) PT_PRO1PL(0.71) LOOK(0.64) RIGHT(0.63) YES(0.60) NS_SKIP(0.52),KNOW,False
video_20_45_signer_KNOW_1,HELLO EVERYONE BYE LOOK NS_SALLY NS_POSSUM PT_PRO1,HELLO(0.78) EVERYONE(0.76) BYE(0.59) LOOK(0.50) NS_SALLY(0.49) NS_POSSUM(0.47) PT_PRO1(0.45),KNOW,False
video_20_77_signer_KNOW_1,YES NS_POSSUM RIGHT KNOW PT_PRO2 LOOK PT_PRO3 PT_DEM3 SEE HELLO GREAT WHAT,YES(0.79) NS_POSSUM(0.72) RIGHT(0.62) KNOW(0.59) PT_PRO2(0.55) LOOK(0.49) PT_PRO3(0.48) PT_DEM3(0.47) SEE(0.47) HELLO(0.46) GREAT(0.46) WHAT(0.45),KNOW,False
video_20_121_signer_KNOW_1,BYE LOOK HELLO NS_SKIP,BYE(0.98) LOOK(0.81) HELLO(0.63) NS_SKIP(0.48),KNOW,False
video_21_117_signer_KNOW_1,YES NS_POSSUM RIGHT LOOK PT_PRO2 PT_DEM3 SEE WHAT CAN,YES(0.74) NS_POSSUM(0.67) RIGHT(0.66) LOOK(0.55) PT_PRO2(0.54) PT_DEM3(0.53) SEE(0.48) WHAT(0.48) CAN(0.47),KNOW,False
video_21_151_signer_KNOW_1,BYE WATCH PT_PRO1PL OKAY LOOK RIGHT YES NS_SKIP,BYE(0.88) WATCH(0.76) PT_PRO1PL(0.73) OKAY(0.67) LOOK(0.66) RIGHT(0.61) YES(0.60) NS_SKIP(0.58),KNOW,False
video_22_15_signer_KNOW_1,BYE NS_SKIP LOOK PT_PRO1PL,BYE(0.97) NS_SKIP(0.74) LOOK(0.64) PT_PRO1PL(0.53),KNOW,False
video_22_47_signer_KNOW_1,BYE LOOK WATCH RIGHT,BYE(0.98) LOOK(0.74) WATCH(0.56) RIGHT(0.54),KNOW,False
video_22_75_signer_KNOW_1,BYE WATCH OKAY LOOK PT_PRO1PL RIGHT OK NS_SKIP,BYE(0.97) WATCH(0.79) OKAY(0.72) LOOK(0.66) PT_PRO1PL(0.65) RIGHT(0.58) OK(0.51) NS_SKIP(0.50),KNOW,False
video_22_88_signer_KNOW_1,LOOK,LOOK(0.99),KNOW,False
video_22_89_signer_KNOW_1,YES RIGHT BYE LOOK OKAY WATCH,YES(0.70) RIGHT(0.70) BYE(0.67) LOOK(0.65) OKAY(0.51) WATCH(0.51),KNOW,False
video_22_96_signer_KNOW_1,RIGHT YES OKAY LOOK WATCH,RIGHT(0.73) YES(0.71) OKAY(0.71) LOOK(0.70) WATCH(0.52),KNOW,False
video_22_111_signer_KNOW_1,WATCH OKAY BYE PT_PRO1PL OK RIGHT LOOK,WATCH(0.87) OKAY(0.75) BYE(0.69) PT_PRO1PL(0.62) OK(0.58) RIGHT(0.47) LOOK(0.45),KNOW,False
video_22_113_signer_KNOW_1,BYE WATCH OKAY RIGHT OK LOOK YES,BYE(0.90) WATCH(0.89) OKAY(0.83) RIGHT(0.70) OK(0.61) LOOK(0.58) YES(0.50),KNOW,False
video_22_126_signer_KNOW_1,BYE OKAY PT_PRO1PL WATCH LOOK NS_SKIP OK RIGHT,BYE(0.91) OKAY(0.84) PT_PRO1PL(0.79) WATCH(0.77) LOOK(0.70) NS_SKIP(0.57) OK(0.56) RIGHT(0.49),KNOW,False
video_22_152_signer_KNOW_1,BYE NS_SKIP EVERYONE HELLO RIGHT WATCH OK,BYE(0.98) NS_SKIP(0.73) EVERYONE(0.71) HELLO(0.68) RIGHT(0.63) WATCH(0.57) OK(0.54),KNOW,False
video_22_159_signer_KNOW_1,BYE OKAY WATCH OK PT_PRO1PL RIGHT THANK-YOU LOOK,BYE(0.90) OKAY(0.84) WATCH(0.80) OK(0.66) PT_PRO1PL(0.51) RIGHT(0.51) THANK-YOU(0.46) LOOK(0.45),KNOW,False
video_23_30_signer_KNOW_1,BYE LOOK,BYE(0.96) LOOK(0.94),KNOW,False
video_23_34_signer_KNOW_1,BYE HELLO EVERYONE RIGHT LOOK YES WATCH NS_POSSUM,BYE(0.89) HELLO(0.72) EVERYONE(0.70) RIGHT(0.69) LOOK(0.61) YES(0.54) WATCH(0.47) NS_POSSUM(0.45),KNOW,False
video_23_91_signer_KNOW_1,HELLO RIGHT BYE NS_POSSUM EVERYONE YES,HELLO(0.66) RIGHT(0.65) BYE(0.60) NS_POSSUM(0.57) EVERYONE(0.51) YES(0.51),KNOW,False
video_23_144_signer_KNOW_1,YES RIGHT GREAT LOOK PT_DEM3 GO PT_PRO1PL,YES(0.74) RIGHT(0.60) GREAT(0.59) LOOK(0.55) PT_DEM3(0.53) GO(0.52) PT_PRO1PL(0.49),KNOW,False
video_24_73_signer_KNOW_1,BYE EVERYONE HELLO RIGHT LOOK NS_SKIP,BYE(0.98) EVERYONE(0.84) HELLO(0.82) RIGHT(0.63) LOOK(0.57) NS_SKIP(0.54),KNOW,False
video_24_82_signer_KNOW_1,BYE LOOK YES RIGHT PT_PRO1PL WATCH OKAY,BYE(0.63) LOOK(0.62) YES(0.60) RIGHT(0.59) PT_PRO1PL(0.56) WATCH(0.53) OKAY(0.49),KNOW,False
video_24_150_signer_KNOW_1,BYE LOOK NS_SKIP,BYE(0.99) LOOK(0.55) NS_SKIP(0.52),KNOW,False
video_25_111_signer_KNOW_1,YES GO RIGHT KNOW WATCH PT_PRO1PL LOOK PT_PRO2 OKAY,YES(0.62) GO(0.58) RIGHT(0.58) KNOW(0.57) WATCH(0.56) PT_PRO1PL(0.53) LOOK(0.50) PT_PRO2(0.50) OKAY(0.49),KNOW,False
video_26_20_signer_KNOW_1,OKAY WATCH YES OK PT_PRO1PL LOOK RIGHT GO,OKAY(0.77) WATCH(0.75) YES(0.65) OK(0.64) PT_PRO1PL(0.56) LOOK(0.54) RIGHT(0.47) GO(0.46),KNOW,False
video_26_25_signer_KNOW_1,WATCH YES PT_PRO1PL BYE RIGHT KNOW OKAY,WATCH(0.75) YES(0.72) PT_PRO1PL(0.68) BYE(0.65) RIGHT(0.58) KNOW(0.52) OKAY(0.49),KNOW,False
video_26_36_signer_KNOW_1,YES RIGHT PT_PRO2 SEE BYE WATCH KNOW,YES(0.73) RIGHT(0.66) PT_PRO2(0.62) SEE(0.60) BYE(0.57) WATCH(0.56) KNOW(0.49),KNOW,False
video_27_21_signer_KNOW_1,WATCH GO YES KNOW RIGHT GREAT OKAY PT_PRO2 PT_PRO1PL SEE,WATCH(0.67) GO(0.59) YES(0.57) KNOW(0.55) RIGHT(0.50) GREAT(0.49) OKAY(0.49) PT_PRO2(0.49) PT_PRO1PL(0.48) SEE(0.48),KNOW,False
video_28_76_signer_KNOW_1,BYE WATCH YES RIGHT PT_PRO1PL OKAY LOOK,BYE(0.69) WATCH(0.66) YES(0.65) RIGHT(0.62) PT_PRO1PL(0.60) OKAY(0.58) LOOK(0.58),KNOW,False
video_28_115_signer_KNOW_1,LOOK,LOOK(1.00),KNOW,False
video_30_17_signer_KNOW_1,YES RIGHT LOOK NS_POSSUM PT_DEM3,YES(0.71) RIGHT(0.68) LOOK(0.57) NS_POSSUM(0.56) PT_DEM3(0.46),KNOW,False
video_1_47_signer_YES_1,WATCH OKAY OK YES PT_PRO1PL GREAT LOOK RIGHT GO NS_SALLY,WATCH(0.85) OKAY(0.81) OK(0.72) YES(0.62) PT_PRO1PL(0.58) GREAT(0.55) LOOK(0.54) RIGHT(0.51) GO(0.48) NS_SALLY(0.45),YES,False
video_1_54_signer_YES_1,GREAT GOOD RIGHT NO PT_DEM3 YES LOOK WHAT,GREAT(0.94) GOOD(0.79) RIGHT(0.66) NO(0.62) PT_DEM3(0.60) YES(0.55) LOOK(0.52) WHAT(0.45),YES,False
video_1_77_signer_YES_1,YES GREAT RIGHT NS_POSSUM PT_DEM3 NO WHAT GOOD,YES(0.78) GREAT(0.70) RIGHT(0.69) NS_POSSUM(0.65) PT_DEM3(0.59) NO(0.59) WHAT(0.51) GOOD(0.47),YES,False
video_2_71_signer_YES_1,OKAY YES OK GREAT WATCH NS_SALLY LOOK RIGHT PT_DEM3,OKAY(0.87) YES(0.81) OK(0.79) GREAT(0.73) WATCH(0.72) NS_SALLY(0.62) LOOK(0.58) RIGHT(0.53) PT_DEM3(0.48),YES,False
video_2_80_signer_YES_1,GREAT YES NO RIGHT OKAY PT_DEM3 WHAT KNOW GOOD,GREAT(0.84) YES(0.74) NO(0.62) RIGHT(0.62) OKAY(0.52) PT_DEM3(0.51) WHAT(0.51) KNOW(0.49) GOOD(0.47),YES,False
video_2_100_signer_YES_1,RIGHT YES GREAT PT_DEM3 GOOD WHAT LOOK OKAY,RIGHT(0.82) YES(0.76) GREAT(0.75) PT_DEM3(0.71) GOOD(0.66) WHAT(0.66) LOOK(0.65) OKAY(0.48),YES,False
video_2_118_signer_YES_1,NS_POSSUM PT_PRO3 PT_PRO2 HAVE YES SEE PT_PRO1 CAN THINK PT_DEM3 BUT WHAT NOT KNOW RIGHT,NS_POSSUM(0.73) PT_PRO3(0.64) PT_PRO2(0.64) HAVE(0.60) YES(0.59) SEE(0.59) PT_PRO1(0.59) CAN(0.57) THINK(0.56) PT_DEM3(0.51) BUT(0.50) WHAT(0.50) NOT(0.50) KNOW(0.48) RIGHT(0.47),YES,False
video_2_126_signer_YES_1,NS_SALLY LOOK PT_DEM3 GREAT PT_LOC WHAT NOW HELLO,NS_SALLY(0.71) LOOK(0.69) PT_DEM3(0.68) GREAT(0.66) PT_LOC(0.62) WHAT(0.51) NOW(0.50) HELLO(0.46),YES,False
video_3_66_signer_YES_1,GREAT YES RIGHT PT_DEM3 LOOK WHAT PT_PRO2 OKAY,GREAT(0.74) YES(0.69) RIGHT(0.65) PT_DEM3(0.55) LOOK(0.53) WHAT(0.46) PT_PRO2(0.46) OKAY(0.46),YES,False
video_3_70_signer_YES_1,YES RIGHT GREAT PT_DEM3 WHAT LOOK DO,YES(0.84) RIGHT(0.72) GREAT(0.67) PT_DEM3(0.64) WHAT(0.61) LOOK(0.56) DO(0.46),YES,False
video_3_82_signer_YES_1,OK OKAY GO PT_PRO1PL WATCH PT_DEM3 EAT,OK(0.61) OKAY(0.57) GO(0.55) PT_PRO1PL(0.52) WATCH(0.49) PT_DEM3(0.47) EAT(0.45),YES,False
video_4_8_signer_YES_1,GREAT YES WHAT OKAY WATCH PT_DEM3 RIGHT OK LOOK,GREAT(0.73) YES(0.71) WHAT(0.56) OKAY(0.55) WATCH(0.55) PT_DEM3(0.55) RIGHT(0.53) OK(0.52) LOOK(0.48),YES,False
video_4_49_signer_YES_1,YES CAN PT_DEM3 PT_PRO2 LOOK DO RIGHT PT_PRO1PL WHAT,YES(0.79) CAN(0.63) PT_DEM3(0.57) PT_PRO2(0.55) LOOK(0.55) DO(0.55) RIGHT(0.54) PT_PRO1PL(0.51) WHAT(0.50),YES,False
video_4_53_signer_YES_1,BYE HELLO EVERYONE NS_SKIP OK NS_POSSUM THANK-YOU RIGHT,BYE(0.87) HELLO(0.86) EVERYONE(0.72) NS_SKIP(0.68) OK(0.68) NS_POSSUM(0.55) THANK-YOU(0.52) RIGHT(0.49),YES,False
video_4_82_signer_YES_1,YES LOOK RIGHT PT_DEM3 WHAT LOVELY NS_POSSUM DO GREAT PT_PRO2 GOOD CAN,YES(0.86) LOOK(0.73) RIGHT(0.73) PT_DEM3(0.71) WHAT(0.69) LOVELY(0.63) NS_POSSUM(0.59) DO(0.57) GREAT(0.57) PT_PRO2(0.54) GOOD(0.46) CAN(0.45),YES,False
video_4_84_signer_YES_1,OKAY WATCH YES LOOK OK GREAT RIGHT PT_PRO1PL NS_SALLY,OKAY(0.87) WATCH(0.79) YES(0.77) LOOK(0.69) OK(0.69) GREAT(0.58) RIGHT(0.57) PT_PRO1PL(0.53) NS_SALLY(0.52),YES,False
video_4_95_signer_YES_1,LOOK OKAY NS_SALLY YES PT_PRO1PL WATCH BYE GREAT,LOOK(0.74) OKAY(0.73) NS_SALLY(0.65) YES(0.62) PT_PRO1PL(0.51) WATCH(0.48) BYE(0.48) GREAT(0.45),YES,False
video_4_124_signer_YES_1,GREAT YES RIGHT GO LOOK PT_PRO2 NS_POSSUM PT_PRO3 PT_DEM3,GREAT(0.74) YES(0.71) RIGHT(0.62) GO(0.61) LOOK(0.53) PT_PRO2(0.50) NS_POSSUM(0.49) PT_PRO3(0.46) PT_DEM3(0.46),YES,False
video_5_35_signer_YES_1,GREAT GOOD RIGHT YES NO PT_DEM3 LOOK WHAT OKAY OK,GREAT(0.94) GOOD(0.78) RIGHT(0.74) YES(0.66) NO(0.62) PT_DEM3(0.61) LOOK(0.55) WHAT(0.50) OKAY(0.47) OK(0.46),YES,False
video_5_62_signer_YES_1,YES OK OKAY GREAT WATCH PT_DEM3 WHAT LOOK,YES(0.76) OK(0.65) OKAY(0.63) GREAT(0.62) WATCH(0.57) PT_DEM3(0.52) WHAT(0.51) LOOK(0.48),YES,False
video_5_81_signer_YES_1,YES WATCH RIGHT LOOK OKAY BYE PT_PRO1PL,YES(0.85) WATCH(0.80) RIGHT(0.76) LOOK(0.66) OKAY(0.65) BYE(0.51) PT_PRO1PL(0.47),YES,False
video_5_90_signer_YES_1,YES NO GREAT RIGHT WHAT NS_POSSUM PT_DEM3 KNOW HAVE GOOD PT_PRO2,YES(0.79) NO(0.74) GREAT(0.69) RIGHT(0.68) WHAT(0.65) NS_POSSUM(0.64) PT_DEM3(0.61) KNOW(0.57) HAVE(0.51) GOOD(0.51) PT_PRO2(0.48),YES,False
video_5_93_signer_YES_1,OKAY NS_SALLY GREAT LOOK PT_DEM3 YES OK ONE WHAT RIGHT CAN,OKAY(0.78) NS_SALLY(0.74) GREAT(0.69) LOOK(0.66) PT_DEM3(0.62) YES(0.61) OK(0.59) ONE(0.54) WHAT(0.54) RIGHT(0.51) CAN(0.47),YES,False
video_5_126_signer_YES_1,OKAY LOOK YES WATCH OK RIGHT PT_PRO1PL NS_SALLY,OKAY(0.90) LOOK(0.76) YES(0.73) WATCH(0.71) OK(0.64) RIGHT(0.59) PT_PRO1PL(0.49) NS_SALLY(0.47),YES,False
video_5_128_signer_YES_1,YES GREAT RIGHT WATCH OKAY GOOD LOOK PT_DEM3 OK WHAT,YES(0.80) GREAT(0.79) RIGHT(0.66) WATCH(0.60) OKAY(0.59) GOOD(0.58) LOOK(0.56) PT_DEM3(0.53) OK(0.47) WHAT(0.47),YES,False
video_6_30_signer_YES_1,NS_SALLY LOOK YES PT_DEM3 GREAT WHAT THANK-YOU ONE OKAY PT_LOC PT_PRO3 RIGHT,NS_SALLY(0.71) LOOK(0.71) YES(0.69) PT_DEM3(0.60) GREAT(0.59) WHAT(0.59) THANK-YOU(0.58) ONE(0.56) OKAY(0.54) PT_LOC(0.53) PT_PRO3(0.49) RIGHT(0.48),YES,False
video_6_40_signer_YES_1,BYE GREAT THANK-YOU HELLO NS_SALLY OK GO LOOK NS_SKIP COME,BYE(0.71) GREAT(0.69) THANK-YOU(0.68) HELLO(0.67) NS_SALLY(0.62) OK(0.57) GO(0.49) LOOK(0.49) NS_SKIP(0.48) COME(0.46),YES,False
video_6_86_signer_YES_1,YES GREAT OKAY WATCH WHAT RIGHT PT_DEM3 NS_SALLY PT_PRO1 LOOK CAN DO OK,YES(0.73) GREAT(0.64) OKAY(0.61) WATCH(0.55) WHAT(0.55) RIGHT(0.55) PT_DEM3(0.54) NS_SALLY(0.50) PT_PRO1(0.48) LOOK(0.47) CAN(0.47) DO(0.46) OK(0.46),YES,False
