clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_20_121_signer_KNOW_1,BYE HELLO EVERYONE,BYE(0.97) HELLO(0.82) EVERYONE(0.81),KNOW,False
video_21_117_signer_KNOW_1,YES RIGHT LOOK WATCH HELLO,YES(0.70) RIGHT(0.58) LOOK(0.57) WATCH(0.54) HELLO(0.47),KNOW,False
video_21_151_signer_KNOW_1,BYE EVERYONE HELLO RIGHT,BYE(0.89) EVERYONE(0.70) HELLO(0.66) RIGHT(0.53),KNOW,False
video_22_15_signer_KNOW_1,BYE HELLO LOOK,BYE(0.88) HELLO(0.59) LOOK(0.51),KNOW,False
video_22_47_signer_KNOW_1,BYE HELLO LOOK EVERYONE GO,BYE(0.83) HELLO(0.59) LOOK(0.54) EVERYONE(0.53) GO(0.46),KNOW,False
video_22_75_signer_KNOW_1,BYE PT_PRO1PL GO KNOW LOOK NS_SKIP SEE WATCH,BYE(0.69) PT_PRO1PL(0.57) GO(0.57) KNOW(0.54) LOOK(0.53) NS_SKIP(0.47) SEE(0.46) WATCH(0.45),KNOW,False
video_22_88_signer_KNOW_1,BYE OKAY LOOK OK RIGHT GO,BYE(0.78) OKAY(0.78) LOOK(0.65) OK(0.48) RIGHT(0.47) GO(0.47),KNOW,False
video_22_89_signer_KNOW_1,YES NS_POSSUM PT_PRO2 RIGHT KNOW NO LOOK GO SEE,YES(0.57) NS_POSSUM(0.57) PT_PRO2(0.52) RIGHT(0.51) KNOW(0.50) NO(0.50) LOOK(0.48) GO(0.46) SEE(0.46),KNOW,False
video_22_96_signer_KNOW_1,YES GO RIGHT LOOK GREAT OKAY OK PT_PRO1PL WATCH,YES(0.75) GO(0.61) RIGHT(0.60) LOOK(0.60) GREAT(0.58) OKAY(0.57) OK(0.50) PT_PRO1PL(0.49) WATCH(0.48),KNOW,False
video_22_111_signer_KNOW_1,BYE OKAY WATCH RIGHT PT_PRO1PL GO OK LOOK YES,BYE(0.61) OKAY(0.60) WATCH(0.60) RIGHT(0.57) PT_PRO1PL(0.57) GO(0.52) OK(0.50) LOOK(0.50) YES(0.49),KNOW,False
video_22_113_signer_KNOW_1,BYE RIGHT GO LOOK OKAY HELLO PT_PRO1PL WATCH,BYE(0.85) RIGHT(0.60) GO(0.59) LOOK(0.55) OKAY(0.54) HELLO(0.48) PT_PRO1PL(0.48) WATCH(0.47),KNOW,False
video_22_126_signer_KNOW_1,BYE HELLO EVERYONE,BYE(0.90) HELLO(0.69) EVERYONE(0.55),KNOW,False
video_22_152_signer_KNOW_1,BYE EVERYONE HELLO RIGHT,BYE(0.94) EVERYONE(0.76) HELLO(0.64) RIGHT(0.46),KNOW,False
video_22_159_signer_KNOW_1,BYE OKAY NS_SKIP OK HELLO GO RIGHT,BYE(0.95) OKAY(0.80) NS_SKIP(0.76) OK(0.74) HELLO(0.72) GO(0.60) RIGHT(0.58),KNOW,False
video_23_30_signer_KNOW_1,BYE OKAY NS_SKIP RIGHT HELLO WATCH GO PT_PRO1PL,BYE(0.95) OKAY(0.65) NS_SKIP(0.59) RIGHT(0.58) HELLO(0.51) WATCH(0.48) GO(0.47) PT_PRO1PL(0.47),KNOW,False
video_23_34_signer_KNOW_1,EVERYONE BYE HELLO,EVERYONE(0.93) BYE(0.89) HELLO(0.87),KNOW,False
video_23_91_signer_KNOW_1,YES GREAT GO LOOK RIGHT NS_POSSUM NO OKAY,YES(0.87) GREAT(0.78) GO(0.71) LOOK(0.71) RIGHT(0.63) NS_POSSUM(0.61) NO(0.60) OKAY(0.49),KNOW,False
video_23_144_signer_KNOW_1,YES RIGHT LOOK GREAT PT_DEM3 NO NS_POSSUM HAVE,YES(0.76) RIGHT(0.70) LOOK(0.69) GREAT(0.59) PT_DEM3(0.53) NO(0.52) NS_POSSUM(0.47) HAVE(0.47),KNOW,False
video_24_73_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.98) EVERYONE(0.94) HELLO(0.89),KNOW,False
video_24_82_signer_KNOW_1,BYE EVERYONE HELLO RIGHT WATCH,BYE(0.80) EVERYONE(0.70) HELLO(0.61) RIGHT(0.52) WATCH(0.45),KNOW,False
video_24_150_signer_KNOW_1,BYE EVERYONE HELLO,BYE(1.00) EVERYONE(0.82) HELLO(0.76),KNOW,False
video_25_111_signer_KNOW_1,SEE PT_PRO1PL YES KNOW CAN LOOK RIGHT PT_PRO2 HAVE GO,SEE(0.56) PT_PRO1PL(0.55) YES(0.53) KNOW(0.52) CAN(0.52) LOOK(0.51) RIGHT(0.51) PT_PRO2(0.49) HAVE(0.49) GO(0.48),KNOW,False
video_26_20_signer_KNOW_1,OKAY LOOK NS_SALLY OK YES GREAT RIGHT,OKAY(0.78) LOOK(0.63) NS_SALLY(0.62) OK(0.56) YES(0.56) GREAT(0.52) RIGHT(0.49),KNOW,False
video_26_25_signer_KNOW_1,BYE RIGHT WATCH HELLO PT_PRO1PL LOOK EVERYONE OKAY GO KNOW,BYE(0.89) RIGHT(0.64) WATCH(0.57) HELLO(0.53) PT_PRO1PL(0.52) LOOK(0.52) EVERYONE(0.50) OKAY(0.50) GO(0.49) KNOW(0.45),KNOW,False
video_26_36_signer_KNOW_1,BYE EVERYONE HELLO WATCH KNOW,BYE(0.88) EVERYONE(0.85) HELLO(0.75) WATCH(0.66) KNOW(0.53),KNOW,False
video_27_21_signer_KNOW_1,YES NS_POSSUM PT_PRO2 RIGHT SEE GO HAVE KNOW CAN PT_DEM3 PT_PRO3 PT_PRO1 WHAT GREAT,YES(0.70) NS_POSSUM(0.65) PT_PRO2(0.59) RIGHT(0.56) SEE(0.55) GO(0.52) HAVE(0.51) KNOW(0.51) CAN(0.49) PT_DEM3(0.48) PT_PRO3(0.47) PT_PRO1(0.47) WHAT(0.46) GREAT(0.45),KNOW,False
video_28_76_signer_KNOW_1,RIGHT YES OKAY LOOK OK KNOW GO,RIGHT(0.68) YES(0.67) OKAY(0.62) LOOK(0.61) OK(0.48) KNOW(0.46) GO(0.46),KNOW,False
video_28_115_signer_KNOW_1,BYE HELLO,BYE(0.98) HELLO(0.68),KNOW,False
video_30_17_signer_KNOW_1,YES RIGHT LOOK GO GREAT NS_POSSUM OKAY OK,YES(0.78) RIGHT(0.68) LOOK(0.59) GO(0.53) GREAT(0.53) NS_POSSUM(0.49) OKAY(0.47) OK(0.46),KNOW,False
video_1_47_signer_YES_1,WATCH OKAY OK YES RIGHT LOOK PT_PRO1PL GREAT,WATCH(0.80) OKAY(0.75) OK(0.72) YES(0.70) RIGHT(0.59) LOOK(0.54) PT_PRO1PL(0.54) GREAT(0.49),YES,False
video_1_54_signer_YES_1,GREAT YES GOOD RIGHT NO OK OKAY PT_DEM3 GO,GREAT(0.81) YES(0.73) GOOD(0.61) RIGHT(0.61) NO(0.61) OK(0.57) OKAY(0.51) PT_DEM3(0.50) GO(0.49),YES,False
video_1_77_signer_YES_1,YES GREAT NO NS_POSSUM RIGHT LOOK WHAT PT_DEM3 GOOD,YES(0.80) GREAT(0.79) NO(0.68) NS_POSSUM(0.67) RIGHT(0.64) LOOK(0.61) WHAT(0.53) PT_DEM3(0.53) GOOD(0.49),YES,False
video_2_71_signer_YES_1,GREAT OKAY YES OK RIGHT LOOK PT_DEM3,GREAT(0.91) OKAY(0.88) YES(0.80) OK(0.78) RIGHT(0.71) LOOK(0.50) PT_DEM3(0.50),YES,False
video_2_80_signer_YES_1,GREAT RIGHT YES GOOD OKAY OK WATCH PT_DEM3 WHAT,GREAT(0.83) RIGHT(0.65) YES(0.60) GOOD(0.59) OKAY(0.57) OK(0.56) WATCH(0.55) PT_DEM3(0.50) WHAT(0.49),YES,False
video_2_100_signer_YES_1,GREAT YES RIGHT NO PT_DEM3 GOOD WHAT OKAY LOOK NS_POSSUM,GREAT(0.86) YES(0.82) RIGHT(0.78) NO(0.63) PT_DEM3(0.59) GOOD(0.59) WHAT(0.56) OKAY(0.53) LOOK(0.49) NS_POSSUM(0.46),YES,False
video_2_118_signer_YES_1,NS_POSSUM PT_PRO2 PT_PRO3 THINK YES SEE HAVE NOT WHAT GO NO PT_PRO1 VERY PT_DEM3 LOOK RIGHT CAN KNOW NOW,NS_POSSUM(0.80) PT_PRO2(0.71) PT_PRO3(0.69) THINK(0.69) YES(0.67) SEE(0.58) HAVE(0.57) NOT(0.56) WHAT(0.53) GO(0.53) NO(0.53) PT_PRO1(0.52) VERY(0.52) PT_DEM3(0.51) LOOK(0.50) RIGHT(0.48) CAN(0.47) KNOW(0.46) NOW(0.45),YES,False
video_2_126_signer_YES_1,LOOK HELLO NS_SALLY YES RIGHT PT_DEM3,LOOK(0.61) HELLO(0.59) NS_SALLY(0.59) YES(0.54) RIGHT(0.54) PT_DEM3(0.46),YES,False
video_3_66_signer_YES_1,GO YES GREAT OKAY OK BYE RIGHT LOOK NO,GO(0.75) YES(0.73) GREAT(0.68) OKAY(0.67) OK(0.65) BYE(0.58) RIGHT(0.52) LOOK(0.50) NO(0.47),YES,False
video_3_70_signer_YES_1,YES GREAT RIGHT OK OKAY PT_DEM3 LOOK WHAT,YES(0.89) GREAT(0.86) RIGHT(0.84) OK(0.66) OKAY(0.66) PT_DEM3(0.55) LOOK(0.53) WHAT(0.48),YES,False
video_3_82_signer_YES_1,GREAT YES RIGHT PT_DEM3 OK PT_PRO1PL SEE PT_PRO2 LOOK OKAY,GREAT(0.69) YES(0.60) RIGHT(0.57) PT_DEM3(0.54) OK(0.52) PT_PRO1PL(0.51) SEE(0.49) PT_PRO2(0.48) LOOK(0.46) OKAY(0.46),YES,False
video_4_8_signer_YES_1,OKAY GREAT WATCH OK YES RIGHT LOOK,OKAY(0.80) GREAT(0.72) WATCH(0.72) OK(0.71) YES(0.68) RIGHT(0.64) LOOK(0.51),YES,False
video_4_49_signer_YES_1,YES RIGHT GREAT LOOK OKAY OK PT_DEM3,YES(0.83) RIGHT(0.74) GREAT(0.69) LOOK(0.63) OKAY(0.56) OK(0.54) PT_DEM3(0.46),YES,False
video_4_53_signer_YES_1,BYE NS_SKIP HELLO GO YES RIGHT OK GREAT LOOK OKAY NS_POSSUM PT_PRO1PL,BYE(0.79) NS_SKIP(0.70) HELLO(0.66) GO(0.65) YES(0.60) RIGHT(0.59) OK(0.55) GREAT(0.52) LOOK(0.51) OKAY(0.49) NS_POSSUM(0.46) PT_PRO1PL(0.45),YES,False
video_4_82_signer_YES_1,YES GREAT WHAT RIGHT PT_DEM3 NS_POSSUM LOOK,YES(0.84) GREAT(0.82) WHAT(0.79) RIGHT(0.77) PT_DEM3(0.68) NS_POSSUM(0.55) LOOK(0.50),YES,False
video_4_84_signer_YES_1,GREAT OKAY YES OK LOOK RIGHT PT_DEM3 NS_SALLY WHAT,GREAT(0.81) OKAY(0.80) YES(0.79) OK(0.71) LOOK(0.69) RIGHT(0.62) PT_DEM3(0.55) NS_SALLY(0.49) WHAT(0.45),YES,False
video_4_95_signer_YES_1,LOOK NS_SALLY ONE PT_LOC WHAT PT_DEM3 GREAT HERE PT_PRO2,LOOK(0.74) NS_SALLY(0.68) ONE(0.65) PT_LOC(0.64) WHAT(0.63) PT_DEM3(0.61) GREAT(0.60) HERE(0.54) PT_PRO2(0.48),YES,False
video_4_124_signer_YES_1,YES GREAT NS_POSSUM GO PT_PRO2 LOOK NO RIGHT PT_DEM3 WHAT PT_PRO3,YES(0.84) GREAT(0.78) NS_POSSUM(0.70) GO(0.67) PT_PRO2(0.66) LOOK(0.65) NO(0.57) RIGHT(0.53) PT_DEM3(0.53) WHAT(0.52) PT_PRO3(0.51),YES,False
video_5_35_signer_YES_1,NO GREAT YES RIGHT GOOD LOOK PT_DEM3,NO(0.83) GREAT(0.80) YES(0.80) RIGHT(0.68) GOOD(0.62) LOOK(0.51) PT_DEM3(0.51),YES,False
video_5_62_signer_YES_1,OKAY GREAT RIGHT OK YES LOOK PT_DEM3,OKAY(0.73) GREAT(0.68) RIGHT(0.64) OK(0.61) YES(0.56) LOOK(0.48) PT_DEM3(0.47),YES,False
video_5_81_signer_YES_1,OKAY RIGHT OK GO LOOK BYE YES,OKAY(0.72) RIGHT(0.69) OK(0.64) GO(0.61) LOOK(0.60) BYE(0.57) YES(0.55),YES,False
video_5_90_signer_YES_1,NO YES RIGHT GREAT NS_POSSUM PT_DEM3 GOOD LOOK,NO(0.87) YES(0.85) RIGHT(0.69) GREAT(0.67) NS_POSSUM(0.57) PT_DEM3(0.52) GOOD(0.52) LOOK(0.51),YES,False
video_5_93_signer_YES_1,OKAY ONE WHAT GREAT LOOK PT_LOC PT_DEM3 NS_SALLY,OKAY(0.84) ONE(0.74) WHAT(0.68) GREAT(0.65) LOOK(0.64) PT_LOC(0.64) PT_DEM3(0.57) NS_SALLY(0.53),YES,False
video_5_126_signer_YES_1,PT_DEM3 OKAY LOOK GREAT OK WHAT ONE RIGHT SEE NOW CAN,PT_DEM3(0.62) OKAY(0.60) LOOK(0.59) GREAT(0.58) OK(0.57) WHAT(0.57) ONE(0.57) RIGHT(0.54) SEE(0.51) NOW(0.48) CAN(0.46),YES,False
video_5_128_signer_YES_1,GREAT YES OK GOOD RIGHT OKAY WATCH GO PT_DEM3,GREAT(0.85) YES(0.77) OK(0.70) GOOD(0.62) RIGHT(0.62) OKAY(0.59) WATCH(0.53) GO(0.49) PT_DEM3(0.49),YES,False
video_6_30_signer_YES_1,OKAY LOOK GREAT OK NS_SALLY PT_DEM3 RIGHT YES,OKAY(0.69) LOOK(0.69) GREAT(0.62) OK(0.60) NS_SALLY(0.59) PT_DEM3(0.53) RIGHT(0.49) YES(0.48),YES,False
video_6_40_signer_YES_1,HELLO NS_SALLY BYE GO,HELLO(0.80) NS_SALLY(0.75) BYE(0.72) GO(0.50),YES,False
video_6_86_signer_YES_1,LOOK YES GREAT RIGHT OKAY NS_SALLY PT_DEM3 PT_PRO1PL,LOOK(0.72) YES(0.68) GREAT(0.57) RIGHT(0.55) OKAY(0.50) NS_SALLY(0.50) PT_DEM3(0.49) PT_PRO1PL(0.46),YES,False
video_6_90_signer_YES_1,GREAT YES RIGHT OKAY PT_DEM3 OK WHAT GOOD LOOK,GREAT(0.83) YES(0.74) RIGHT(0.59) OKAY(0.59) PT_DEM3(0.58) OK(0.58) WHAT(0.55) GOOD(0.50) LOOK(0.48),YES,False
video_6_92_signer_YES_1,OKAY BYE LOOK OK RIGHT,OKAY(0.69) BYE(0.69) LOOK(0.59) OK(0.49) RIGHT(0.47),YES,False
video_6_116_signer_YES_1,BYE HELLO NS_POSSUM GREAT NS_SKIP HERE LOOK GO,BYE(0.97) HELLO(0.95) NS_POSSUM(0.63) GREAT(0.52) NS_SKIP(0.52) HERE(0.47) LOOK(0.46) GO(0.45),YES,False
video_6_124_signer_YES_1,YES GREAT RIGHT LOOK PT_DEM3 OKAY OK,YES(0.78) GREAT(0.74) RIGHT(0.71) LOOK(0.60) PT_DEM3(0.55) OKAY(0.52) OK(0.47),YES,False
