Video_Name,Video_Clip_Name,Subtitle,Split,Signer_ID,subtitle_clean,word_count,has_conv_kw
Video_4,video_4_77,let us put some things on it .,train,1,let us put some things on it,7,True
Video_4,video_4_81,sally this is soft .,train,2,sally this is soft,4,True
Video_4,video_4_82,yes that is very soft is not it .,test,1,yes that is very soft is not it,8,True
Video_4,video_4_84,yeah good idea .,dev,2,yeah good idea,3,True
Video_4,video_4_85,watch it waving in the water .,train,1,watch it waving in the water,6,True
Video_4,video_4_86,sally this is soft as well .,test,2,sally this is soft as well,6,True
Video_4,video_4_87,yes .,train,1,yes,1,True
Video_4,video_4_89,sally look .,train,2,sally look,2,True
Video_4,video_4_91,yes it is a hard bit of cardboard .,train,1,yes it is a hard bit of cardboard,8,True
Video_4,video_4_92,what could we do with that .,train,1,what could we do with that,6,True
Video_4,video_4_95,yeah good idea .,train,2,yeah good idea,3,True
Video_4,video_4_96,this is soft but it is also hard .,train,1,this is soft but it is also hard,8,True
Video_4,video_4_98,is not that cute .,train,1,is not that cute,4,True
Video_4,video_4_100,well done possum that looks great .,test,1,well done possum that looks great,6,True
Video_4,video_4_103,do you want to do that possum .,train,1,do you want to do that possum,7,True
Video_4,video_4_105,sally look .,train,2,sally look,2,True
Video_4,video_4_107,look i made a fish .,train,1,look i made a fish,5,True
Video_4,video_4_108,look it is a fish that looks awesome .,train,1,look it is a fish that looks awesome,8,True
Video_4,video_4_111,what is that sally .,train,2,what is that sally,4,True
Video_4,video_4_113,that is great .,train,2,that is great,3,True
Video_4,video_4_115,it will look beautiful .,train,2,it will look beautiful,4,True
Video_4,video_4_117,is not that beautiful .,train,1,is not that beautiful,4,True
Video_4,video_4_124,yes please that would be lovely .,dev,1,yes please that would be lovely,6,True
Video_4,video_4_127,thanks for watching .,train,2,thanks for watching,3,True
Video_4,video_4_128,see you next time .,train,1,see you next time,4,True
Video_4,video_4_129,bye bye .,train,2,bye bye,2,True
Video_5,video_5_0,hello .,train,1,hello,1,True
Video_5,video_5_1,look .,train,1,look,1,True
Video_5,video_5_2,look .,train,1,look,1,True
Video_5,video_5_3,i am sally .,train,1,i am sally,3,True
Video_5,video_5_4,i am possum .,train,2,i am possum,3,True
Video_5,video_5_5,hello .,train,1,hello,1,True
Video_5,video_5_6,hello .,train,2,hello,1,True
Video_5,video_5_7,hello everyone .,train,1,hello everyone,2,True
Video_5,video_5_8,look at all this rain .,train,1,look at all this rain,5,True
Video_5,video_5_9,i do not want to get wet .,test,1,i do not want to get wet,7,True
Video_5,video_5_10,i need my wet weather things .,train,1,i need my wet weather things,6,True
Video_5,video_5_14,i wonder how possum is going .,test,1,i wonder how possum is going,6,True
Video_5,video_5_16,let us go have a look .,train,1,let us go have a look,6,True
Video_5,video_5_17,hello sally .,train,2,hello sally,2,True
Video_5,video_5_18,possum you are going to get wet .,train,1,possum you are going to get wet,7,True
Video_5,video_5_20,do you have a leaf sally .,train,2,do you have a leaf sally,6,True
Video_5,video_5_24,no i have my leaves .,train,2,no i have my leaves,5,True
Video_5,video_5_26,no possum you will get wet .,train,1,no possum you will get wet,6,True
Video_5,video_5_27,no i will stay nice and dry .,train,2,no i will stay nice and dry,7,True
Video_5,video_5_28,watch out .,train,1,watch out,2,True
Video_5,video_5_30,sally i am all wet .,train,2,sally i am all wet,5,True
Video_5,video_5_32,the whole garden is getting wet .,train,1,the whole garden is getting wet,6,True
Video_5,video_5_42,what is it .,test,2,what is it,3,True
Video_5,video_5_46,yeah copy us kids come on .,train,1,yeah copy us kids come on,6,True
Video_5,video_5_47,that is better i am all dry now .,test,2,that is better i am all dry now,8,True
Video_5,video_5_49,are you wet or dry possum .,train,1,are you wet or dry possum,6,True
Video_5,video_5_55,sally what is a sponge .,train,2,sally what is a sponge,5,True
Video_5,video_5_56,i will show you possum .,test,1,i will show you possum,5,True
Video_5,video_5_57,this is a sponge .,train,1,this is a sponge,4,True
Video_5,video_5_59,can you see that .,train,1,can you see that,4,True
Video_5,video_5_62,yes please .,train,2,yes please,2,True
Video_5,video_5_68,the water has gone and there it is .,train,1,the water has gone and there it is,8,True
Video_5,video_5_70,hey possum look outside the window .,train,1,hey possum look outside the window,6,True
Video_5,video_5_76,yes me too .,train,1,yes me too,3,True
Video_5,video_5_79,i do not know .,train,1,i do not know,4,True
Video_5,video_5_80,why do not we watch .,train,1,why do not we watch,5,True
Video_5,video_5_81,yeah let us watch .,train,2,yeah let us watch,4,True
Video_5,video_5_85,that looked like so much fun .,train,2,that looked like so much fun,6,True
Video_5,video_5_90,yes we can do that .,test,1,yes we can do that,5,True
Video_5,video_5_93,yes please .,train,2,yes please,2,True
Video_5,video_5_96,this just explains what we need to do .,train,1,this just explains what we need to do,8,True
Video_5,video_5_102,can you do that please .,test,1,can you do that please,5,True
Video_5,video_5_103,like this sally .,dev,1,like this sally,3,True
Video_5,video_5_104,good great job possum .,train,1,good great job possum,4,True
Video_5,video_5_112,plants do not like milk they need water .,train,2,plants do not like milk they need water,8,True
Video_5,video_5_114,plants do not like milk at all .,train,1,plants do not like milk at all,7,True
Video_5,video_5_117,that is great .,train,1,that is great,3,True
Video_5,video_5_119,can you sprinkle them over the top please .,train,1,can you sprinkle them over the top please,8,True
Video_5,video_5_121,that should be enough .,train,1,that should be enough,4,True
Video_5,video_5_122,that looks great .,train,1,that looks great,3,True
Video_5,video_5_125,i can show you .,train,1,i can show you,4,True
Video_5,video_5_126,yes please .,dev,2,yes please,2,True
Video_5,video_5_128,yes possum .,train,1,yes possum,2,True
Video_5,video_5_130,it looks great does not it .,test,1,it looks great does not it,6,True
Video_5,video_5_134,possum look outside the window .,train,1,possum look outside the window,5,True
Video_5,video_5_135,the rain has finally stopped .,train,1,the rain has finally stopped,5,True
Video_5,video_5_138,thanks for watching .,train,2,thanks for watching,3,True
Video_5,video_5_139,see you next time .,train,1,see you next time,4,True
Video_5,video_5_140,bye bye .,train,1,bye bye,2,True
Video_6,video_6_0,hello .,train,1,hello,1,True
Video_6,video_6_1,look .,train,1,look,1,True
Video_6,video_6_2,look .,train,1,look,1,True
Video_6,video_6_3,i am sally .,train,1,i am sally,3,True
Video_6,video_6_4,i am possum .,train,2,i am possum,3,True
Video_6,video_6_5,hello .,train,1,hello,1,True
Video_6,video_6_6,hello everyone .,train,1,hello everyone,2,True
Video_6,video_6_10,i know he would love to help .,train,1,i know he would love to help,7,True
Video_6,video_6_12,hello .,train,2,hello,1,True
Video_6,video_6_13,come and have a seat .,dev,1,come and have a seat,5,True
Video_6,video_6_14,what are we doing .,train,2,what are we doing,4,True
Video_6,video_6_16,do you want to help .,train,1,do you want to help,5,True
Video_6,video_6_18,sally is this one sharp .,train,2,sally is this one sharp,5,True
Video_6,video_6_19,no possum that is blunt .,train,1,no possum that is blunt,5,True
Video_6,video_6_29,now is it broken .,train,1,now is it broken,4,True
Video_6,video_6_30,yes sally i am so sorry .,train,2,yes sally i am so sorry,6,True
Video_6,video_6_32,i am sorry .,train,2,i am sorry,3,True
Video_6,video_6_36,here she is now .,train,1,here she is now,4,True
Video_6,video_6_37,hello amanda .,test,2,hello amanda,2,True
Video_6,video_6_38,hello .,train,8,hello,1,True
Video_6,video_6_39,see this one is the problem one .,train,1,see this one is the problem one,7,True
Video_6,video_6_40,yes it is sticking on the bottom .,train,8,yes it is sticking on the bottom,7,True
Video_6,video_6_42,amanda what is a plane .,train,2,amanda what is a plane,5,True
Video_6,video_6_44,great .,train,8,great,1,True
Video_6,video_6_49,yes i can look at your door .,train,8,yes i can look at your door,7,True
Video_6,video_6_50,you could that is great .,train,2,you could that is great,5,True
Video_6,video_6_51,good let us go .,train,2,good let us go,4,True
Video_6,video_6_53,it is a good door .,train,8,it is a good door,5,True
Video_6,video_6_54,is not she so clever possum .,train,1,is not she so clever possum,6,True
Video_6,video_6_55,looks like hard work though .,train,1,looks like hard work though,5,True
Video_6,video_6_56,well it is not always hard .,train,1,well it is not always hard,6,True
Video_6,video_6_59,yeah let us watch .,train,2,yeah let us watch,4,True
Video_6,video_6_60,i am making and painting a train .,train,6,i am making and painting a train,7,True
Video_6,video_6_61,i am making a plane .,train,24,i am making a plane,5,True
Video_6,video_6_62,i am making a boat out of wood .,train,3,i am making a boat out of wood,8,True
Video_6,video_6_63,were not they clever children .,train,1,were not they clever children,5,True
Video_6,video_6_64,they made such wonderful things out of wood .,train,1,they made such wonderful things out of wood,8,True
Video_6,video_6_66,it looked like lots of fun .,train,1,it looked like lots of fun,6,True
Video_6,video_6_67,possum seems to have gone missing .,train,1,possum seems to have gone missing,6,True
Video_6,video_6_68,i do not know where he has gone .,train,1,i do not know where he has gone,8,True
Video_6,video_6_79,no no it is too much .,train,1,no no it is too much,6,True
Video_6,video_6_80,you can not do it .,dev,2,you can not do it,5,True
Video_6,video_6_80_1,i am sorry .,train,2,i am sorry,3,True
Video_6,video_6_83,it is a great idea .,train,8,it is a great idea,5,True
Video_6,video_6_85,i am happy to show you .,train,8,i am happy to show you,6,True
Video_6,video_6_86,yes please .,train,2,yes please,2,True
Video_6,video_6_87,that is a great idea .,train,1,that is a great idea,5,True
Video_6,video_6_89,that looks great .,train,1,that looks great,3,True
Video_6,video_6_94,well i am happy to show you .,dev,8,well i am happy to show you,7,True
Video_6,video_6_96,can you please mark it sally .,train,8,can you please mark it sally,6,True
Video_6,video_6_102,possum can you do that please .,train,8,possum can you do that please,6,True
Video_6,video_6_105,now nail them together please possum .,train,8,now nail them together please possum,6,True
Video_6,video_6_108,well done good start .,train,8,well done good start,4,True
Video_6,video_6_109,now we need to put the edges on .,train,8,now we need to put the edges on,8,True
Video_6,video_6_112,now we need to put the roof on .,train,8,now we need to put the roof on,8,True
Video_6,video_6_113,now it has finished .,train,8,now it has finished,4,True
Video_6,video_6_115,we should hang it up now .,train,1,we should hang it up now,6,True
Video_6,video_6_116,yes i have got some rope .,train,8,yes i have got some rope,6,True
Video_6,video_6_117,great .,train,1,great,1,True
Video_6,video_6_119,you hook it on now possum .,train,8,you hook it on now possum,6,True
Video_6,video_6_120,great .,train,2,great,1,True
Video_6,video_6_124,yes that would be great thank you amanda .,train,2,yes that would be great thank you amanda,8,True
Video_6,video_6_126,thanks for watching .,train,2,thanks for watching,3,True
Video_6,video_6_127,see you next time .,train,1,see you next time,4,True
Video_6,video_6_128,bye .,train,1,bye,1,True
Video_7,video_7_0,hello .,train,1,hello,1,True
Video_7,video_7_1,look .,train,1,look,1,True
Video_7,video_7_2,look .,train,1,look,1,True
Video_7,video_7_3,i am sally .,train,1,i am sally,3,True
Video_7,video_7_4,i am possum .,train,2,i am possum,3,True
Video_7,video_7_5,hello .,train,1,hello,1,True
Video_7,video_7_6,hello everybody .,test,2,hello everybody,2,True
Video_7,video_7_9,yesterday i saw her making a cake .,dev,2,yesterday i saw her making a cake,7,True
Video_7,video_7_11,sally is always so good to me .,test,2,sally is always so good to me,7,True
Video_7,video_7_12,she looks after me so well .,train,2,she looks after me so well,6,True
Video_7,video_7_14,but what can i do .,dev,2,but what can i do,5,True
Video_7,video_7_15,i know .,train,2,i know,2,True
Video_7,video_7_18,hello everyone .,train,1,hello everyone,2,True
Video_7,video_7_22,they look amazing and they taste delicious .,dev,1,they look amazing and they taste delicious,7,True
Video_7,video_7_29,i will go see if he is awake .,train,1,i will go see if he is awake,8,True
Video_7,video_7_30,where is possum .,test,1,where is possum,3,True
Video_7,video_7_33,hello possum .,train,1,hello possum,2,True
Video_7,video_7_34,hello sally .,train,2,hello sally,2,True
Video_7,video_7_35,possum what are you doing .,train,1,possum what are you doing,5,True
Video_7,video_7_40,sally rough what does that mean .,train,2,sally rough what does that mean,6,True
Video_7,video_7_48,yes .,train,2,yes,1,True
Video_7,video_7_50,now i am going to make fruit kebabs .,train,1,now i am going to make fruit kebabs,8,True
Video_7,video_7_53,they are delicious and they look wonderful too .,train,1,they are delicious and they look wonderful too,8,True
Video_7,video_7_56,then i will come .,train,2,then i will come,4,True
Video_7,video_7_57,i will meet you in the kitchen okay .,train,1,i will meet you in the kitchen okay,8,True
Video_7,video_7_61,how do we make them .,dev,2,how do we make them,5,True
Video_7,video_7_65,yes that is right .,train,1,yes that is right,4,True
Video_7,video_7_69,yes it is very yummy is not it .,train,1,yes it is very yummy is not it,8,True
Video_7,video_7_70,look sally this is very smooth .,train,2,look sally this is very smooth,6,True
Video_7,video_7_71,yes that is right .,train,1,yes that is right,4,True
Video_7,video_7_74,we do not go right to the end .,train,1,we do not go right to the end,8,True
Video_7,video_7_75,stop that is good .,train,2,stop that is good,4,True
Video_7,video_7_79,possum that looks great .,train,1,possum that looks great,4,True
Video_7,video_7_82,sally what other things are smooth and rough .,train,2,sally what other things are smooth and rough,8,True
Video_7,video_7_83,good question possum .,train,1,good question possum,3,True
Video_7,video_7_84,i know you .,test,1,i know you,3,True
Video_7,video_7_86,yes you well animals you have fur .,train,1,yes you well animals you have fur,7,True
Video_7,video_7_90,well why do not we watch some children .,test,1,well why do not we watch some children,8,True
Video_7,video_7_92,yeah let us watch .,train,2,yeah let us watch,4,True
Video_7,video_7_96,that looked awesome .,train,2,that looked awesome,3,True
Video_7,video_7_101,they look good .,train,1,they look good,3,True
Video_7,video_7_102,i have got something else possum .,train,1,i have got something else possum,6,True
Video_7,video_7_103,this is the cake that i made yesterday .,train,1,this is the cake that i made yesterday,8,True
Video_7,video_7_104,now it is just ready for some icing .,train,1,now it is just ready for some icing,8,True
Video_7,video_7_109,but it is missing something like a decoration .,train,1,but it is missing something like a decoration,8,True
Video_7,video_7_111,you do what is it .,test,1,you do what is it,5,True
Video_7,video_7_112,you have to close your eyes .,train,2,you have to close your eyes,6,True
Video_7,video_7_117,thank you so much possum .,train,1,thank you so much possum,5,True
Video_7,video_7_118,what a wonderful day we have had .,train,1,what a wonderful day we have had,7,True
Video_7,video_7_122,thank you possum .,train,1,thank you possum,3,True
Video_7,video_7_124,thanks for watching .,train,2,thanks for watching,3,True
Video_7,video_7_125,see you next time .,train,1,see you next time,4,True
Video_7,video_7_126,bye bye .,train,1,bye bye,2,True
Video_8,video_8_0,hello .,train,1,hello,1,True
Video_8,video_8_1,look .,train,1,look,1,True
